0.633, 0.173, -113.117, 45.810, 0.522, 0.030, -103.000, 2098.584
0.789, 0.073, -110.758, 50.262, 0.789, 0.005, -100.000, 2526.257
0.546, 0.002, -111.300, 51.701, 0.546, 0.000, -98.000, 2673.030
0.000, 0.000, -113.285, 45.022, 0.000, 0.000, -100.500, 2027.014
0.611, 0.021, -110.442, 53.608, 0.611, 0.000, -97.000, 2873.801
0.000, 0.000, -109.640, 54.687, 0.000, 0.000, -96.000, 2990.618
0.629, 0.052, -112.221, 53.852, 0.638, 0.003, -99.000, 2900.091
0.787, 0.213, -111.785, 47.528, 0.787, 0.045, -101.000, 2258.921
0.866, 0.000, -111.428, 43.935, 0.866, 0.000, -101.500, 1930.279
0.551, 0.026, -111.543, 44.356, 0.540, 0.001, -103.000, 1967.450
0.717, 0.170, -109.694, 44.275, 0.714, 0.029, -102.000, 1960.241
